,Property.GFA...Self.Reported..ft_2.,Primary.Property.Type...Self.Selected,Weather.Normalized.Site.Energy.Use..kBtu.,Weather.Normalized.Site.Electricity..kWh.,Year.Built
10033,530000,Multifamily Housing,37743881.5,3812854.4,1989
10034,51746,Multifamily Housing,6507779.7,1147913,1975
10035,146680,Multifamily Housing,12186131,547731.5,1948
10036,100600,Multifamily Housing,10096531.7,801410.9,1964
10037,195000,Multifamily Housing,12640428.4,487003.7,1948
10038,251954,Multifamily Housing,38751860,3515780,1984
10039,218064,Multifamily Housing,14311797.1,1353649.9,1958
10040,169619,Multifamily Housing,12256433.3,1435132.3,1958
10041,98246,Multifamily Housing,6708782,1069745.4,1928
10042,196650,Multifamily Housing,24066971.5,1274604.3,1925
10043,456200,Multifamily Housing,78026317.1,5618458.3,1923
10044,273000,Multifamily Housing,16733715.5,780205.4,1984
10045,160107,Multifamily Housing,14132912,1323710.1,1969
10046,191000,Multifamily Housing,13520204,1087854.9,1962
10047,66896,Multifamily Housing,5344715.6,353814.7,1941
10048,65000,Wholesale Club/Supercenter,2581112.5,371142.4,2000
10049,68607,Multifamily Housing,7337932,556753.8,1999
10050,214370,Residential Care Facility,61063977.8,4162002,1972
10051,68000,K-12 School,5826960.3,676710.2,1913
10052,31000,Multifamily Housing,5668851.4,277682.4,1972
10053,65000,Mixed Use Property,5346097,511390.9,1930
10054,72727,Multifamily Housing,7256138.1,339163.8,1930
10055,200000,Hotel,14083700,3571096.2,1899
10056,96691,Multifamily Housing,7952984.2,299591.4,1995
10057,81303,Multifamily Housing,6594657.3,235735.3,1992
10058,80154,Multifamily Housing,6004492.3,269226.9,1993
10059,148500,Multifamily Housing,13204547.3,1066399.1,1927
10060,84000,Refrigerated Warehouse,3134476.9,918662.5,1965
10061,120200,Refrigerated Warehouse,3828378,1122033.3,1940
10062,81980,Office,6831027.3,873741.2,1900
10063,102791,Multifamily Housing,7552717,645396.2,1904
10064,1625483,Office,193964805.1,42885001.3,1989
10065,83394,Multifamily Housing,7757837.2,459574.2,1954
10066,123914,Multifamily Housing,11301322.9,1450464.6,1964
10067,74361,Multifamily Housing,4726156,193378,1949
10068,51282,Multifamily Housing,6526757.7,194106.7,1941
10069,110538,Multifamily Housing,8888619.2,436202.5,1941
10070,93480,Multifamily Housing,7338295.7,390605,1942
10071,63936,Multifamily Housing,5776665,390351.5,1962
10072,104377,Multifamily Housing,6069116.3,434107.4,1962
10073,59470,Multifamily Housing,6665914.7,231885,1937
10074,55500,Multifamily Housing,10390998.4,234425.6,1931
10075,70513,Multifamily Housing,4993695.6,294354.6,1928
10076,99344,Multifamily Housing,9037744.9,563982.8,1965
10077,71826,Multifamily Housing,7356534.8,385296,1958
10078,88900,Multifamily Housing,8603095.1,424921,1957
10079,62652,Multifamily Housing,6954639.1,396962.5,1962
10080,62676,Multifamily Housing,5849071,234294.6,1961
10081,98748,Multifamily Housing,8759058,415671.5,1937
10082,58089,Multifamily Housing,5950920.7,314724.2,1962
10083,50548,Multifamily Housing,3630396.4,339454.5,2007
10084,71100,Multifamily Housing,3442670.1,40464,1930
10085,137820,Multifamily Housing,9690464,89962.7,1962
10086,62500,Multifamily Housing,3627959.1,1007285.7,1973
10087,40600,Multifamily Housing,1899566.8,556731.1,1972
10088,33830,Multifamily Housing,4777710.5,432154.3,1925
10089,95915,Multifamily Housing,7599627.6,394411.4,1939
10090,50976,Multifamily Housing,5911013.3,287150.6,1958
10091,99383,Multifamily Housing,6475181.7,45016,1938
10092,64200,Multifamily Housing,5110553,330813.4,1940
10093,79056,Multifamily Housing,6215258.7,1382118.6,1925
10094,50976,Multifamily Housing,4649856.5,266538.5,1958
10095,81645,Self-Storage Facility,1523602.4,301475.8,2012
10096,142088,Hotel,17567392.8,2311982.5,1999
10097,667125,Office,74729656.3,19334590.5,2003
10098,105950,Office,10661188.9,2163199.6,1927
10099,875000,Office,98995276.9,15488351.9,1965
10100,335108,Office,34954310.4,5005359.4,1926
10101,186824,Office,16219714.3,3286587.4,1896
10102,110504,Multifamily Housing,6261394.2,851199.9,1927
10103,96000,Hotel,10653963.8,1852975.4,1929
10104,54420,Multifamily Housing,4935428.5,221030,1950
10105,57263,Residence Hall/Dormitory,6712052.3,640501.9,1988
10106,195123,College/University,12960674.6,1381599.7,1932
10107,63206,College/University,5086993,819403.9,1920
10108,126418,College/University,14205134.9,1487382.8,1931
10109,105609,College/University,13810262.7,2647292.1,1900
10110,106852,Residence Hall/Dormitory,13575919,1151107.3,1961
10111,365000,College/University,45012275.5,5241599.2,2013
10112,267505,Multifamily Housing,23077337.1,1260832.2,1953
10113,78401,Multifamily Housing,10520035.9,497366,1950
10114,334890,Multifamily Housing,39181156.3,1740657.6,1950
10115,73313,Multifamily Housing,6324469,340837.4,1961
10116,140105,Hotel,15201362.7,1709923.7,2002
10117,51780,Multifamily Housing,5754200.5,36330.7,1900
10118,54430,Multifamily Housing,6183297.2,34195.5,1900
10119,67500,Multifamily Housing,7757879.6,35814.9,1900
10120,52200,Multifamily Housing,4613652.9,38995.4,1900
10121,60000,Multifamily Housing,6696951,48733.6,1924
10122,61108,Multifamily Housing,4296311.6,266519.4,2015
10123,749000,Office,69774873.7,14136907.7,1896
10124,51450,Office,5820175.5,1283448.5,1964
10125,63500,Multifamily Housing,4633482.2,328744.4,1920
10126,60366,Multifamily Housing,7541279.3,307854.3,1926
10127,70038,Multifamily Housing,1676974.9,257862.6,2013
10128,269290,Multifamily Housing,10960388.6,2779339.1,2013
10129,253200,Multifamily Housing,9354757.2,329543.1,1967
10130,52560,Multifamily Housing,4423840.6,78001.7,1960
10131,79494,Multifamily Housing,4486708.6,131538.5,1976
10132,162693,Office,7244364.3,855079.9,1898
10133,1149222,Financial Office,105321100.8,20350341.1,1983
10134,337394,Multifamily Housing,21580019.7,3251256.1,2012
10135,450000,Office,18784291.6,5505360.3,1905
10136,400000,Office,51194417.8,5856799.4,1908
10137,105231,Hotel,16330953.5,1429936.5,1995
10138,100000,Hotel,12125551,1958113.7,1902
10139,411843,Office,10682946.8,3130992.2,1907
10140,113270,Retail Store,9116255.1,2357420.5,2003
10141,116518,Retail Store,7759869.2,1993412.7,2012
10142,526590,Office,46152281.3,7040478.5,1969
10143,842394,Office,82012695,15318204.3,1962
10144,77000,Non-Refrigerated Warehouse,1560382.9,249430.3,1971
10145,91047,Retail Store,3622170.3,605399.9,2004
10146,232000,Residential Care Facility,45221934.6,2986439.6,1951
10147,249754,Retail Store,26767533.7,7845114.4,1928
10148,152026,Multifamily Housing,16755814,1177297.6,1965
10149,60720,Multifamily Housing,5055098.6,254963.5,1939
10150,70000,Manufacturing/Industrial Plant,3664122.3,273006.4,1990
10151,56400,Non-Refrigerated Warehouse,3171967.5,290800,1931
10152,502113,Multifamily Housing,32851788.4,4613087.5,2014
10153,63756,Multifamily Housing,8712645,990214.8,1931
10154,144684,Multifamily Housing,21427207.6,968352.3,1963
10155,63437,Museum,20898450.2,2488345.6,1962
10156,74429,Senior Care Community,8738999.6,677885.4,1973
10157,75373,Wholesale Club/Supercenter,16452879.1,3194990.7,2005
10158,64377,Multifamily Housing,4166982.8,71975.2,1928
10159,47733,Multifamily Housing,6438025,498452,2006
10160,54600,Multifamily Housing,3465859.4,263737.9,2007
10161,59242,Multifamily Housing,5203338.3,388025,2002
10162,52882,Multifamily Housing,5937741.8,292655.6,1913
10163,44103,Office,6697321.3,1446108.5,1901
10164,297219,Office,38384371.6,6961326.6,1988
10165,108862,Office,9357191.5,2742435.6,1988
10166,104020,Office,19511190.4,3582196.5,1988
10167,160036,Office,8762983.6,646839.5,1913
10168,72135,Multifamily Housing,4953402.6,188570.5,1927
10169,82573,Office,8406054.7,1955980.8,1912
10170,356267,Retail Store,25956753.2,3439585.3,1974
10171,166718,Multifamily Housing,12914803.1,557874.8,1905
10172,71400,Multifamily Housing,5611203.8,331836.8,1929
10173,155586,Multifamily Housing,10655587,475984.6,1937
10174,182834,Retail Store,5041508.8,1036914.9,1973
10175,58631,Multifamily Housing,6151201.5,223659.6,1930
10176,226421,Office,14858920.7,3294603.6,1947
10177,123500,Multifamily Housing,14381193.8,2319796.5,2007
10178,444104,Multifamily Housing,63890441.7,7142067,1998
10179,598359,Multifamily Housing,49565034,4338132.3,2008
10180,231550,Multifamily Housing,33730527,3123724,2005
10181,86000,Multifamily Housing,8376057.3,443729,1959
10182,272000,Multifamily Housing,22315598.5,271284.6,1958
10183,272000,Multifamily Housing,21318971.6,306714.2,1958
10184,51339,Senior Care Community,5774864.9,414510.2,1999
10185,102800,Non-Refrigerated Warehouse,3041049.7,891280.6,1925
10186,100800,Multifamily Housing,7494342.8,311060.7,1931
10187,53599,Multifamily Housing,5537310.8,408703.3,2009
10188,211107,Multifamily Housing,10897418.8,1413930.2,2011
10189,97459,Multifamily Housing,4416927.7,1147609.2,2006
10190,577534,Financial Office,37784575.5,6909711.1,1989
10191,220000,Residential Care Facility,35335580.8,2067608.7,1972
10192,220000,Residential Care Facility,28779242.1,1596799.8,1972
10193,61994,Senior Care Community,8383525,1571860,1959
10194,109858,Hotel,12650759.2,1576761.1,2007
10195,697548,Office,51770094.6,11947118.1,2011
10196,61578,Multifamily Housing,5155796.5,70471.2,1961
10197,88272,Multifamily Housing,6637390.9,93761.7,1925
10198,157450,Multifamily Housing,8168786.2,473723.5,1996
10199,308700,Multifamily Housing,24331537.1,1070039.6,1938
10200,59413,Multifamily Housing,10101004.3,387500,1959
10201,52000,Multifamily Housing,9012200.6,224080.8,1930
10202,55000,Multifamily Housing,4778065.7,229158.7,1958
10203,76500,Multifamily Housing,8057267.3,386253.5,1930
10204,57228,Multifamily Housing,5784662.2,252595.8,1951
10205,58581,Office,3918804.4,448238.6,1925
10206,221000,Office,8610539,1532915.7,1920
10207,91000,Distribution Center,2116030.2,620172.9,1967
10208,767493,Multifamily Housing,71427839.7,4500592.3,1965
10209,56000,Multifamily Housing,5712441,217528.2,1921
10210,77736,Hotel,15456219.1,1423135.8,1931
10211,90950,Multifamily Housing,8194818,357249.8,1950
10212,220989,Multifamily Housing,13898613.8,1418386.4,2012
10213,55000,Multifamily Housing,5416007.3,258159.5,1925
10214,88227,Multifamily Housing,7877050.9,706976.6,2007
10215,76300,Multifamily Housing,5332059.5,232579.2,1942
10216,913378,Office,87467043.4,16532238.3,1991
10217,74880,Multifamily Housing,5442191.3,61066.3,1960
10218,65315,Multifamily Housing,5630907.4,73929.8,1961
10219,80679,Multifamily Housing,5746261.2,50110.1,1926
10220,281942,Mixed Use Property,15880540.9,2447272.3,1950
10221,177116,Mixed Use Property,4510088,801547.7,1950
10222,80000,Self-Storage Facility,1075643.3,141232.2,1910
10223,128160,Multifamily Housing,10876151.1,403876.7,1952
10224,60850,Multifamily Housing,1148327.3,245402.9,1928
10225,542940,Hotel,60622571.2,6459771.9,1928
10226,102824,Hotel,5183017.6,572683.7,2012
10227,55000,Multifamily Housing,4961870.2,263913.5,1925
10228,67130,Multifamily Housing,6107937.7,379243.2,2012
10229,61956,Multifamily Housing,4797268.9,194624.1,1936
10230,68796,Multifamily Housing,6882227.1,284526.1,1955
10231,58350,Multifamily Housing,5003324,235207.4,1963
10232,295000,Multifamily Housing,31136465.7,1592167.2,1950
10233,122000,Office,16436504.2,2980068.3,1924
10234,81708,Multifamily Housing,23656879.3,500013.5,1924
10235,157059,Office,7828089.1,998658.7,1929
10236,57716,Multifamily Housing,6592312.9,232477.3,1928
10237,162000,Hotel,9936407.6,1463982.4,2013
10238,193975,Multifamily Housing,11066168.9,3243308.2,1975
10239,98435,Office,6973570.5,979428.7,1928
10240,77370,Office,5637622.5,798861.3,1915
10241,160686,Other,7017258,654457.7,1915
10242,75588,Office,5953676.2,957617.6,1910
10243,342429,Office,17841322.3,3910986.9,1913
10244,75000,Office,6390613.6,965461.7,1912
10245,120000,Office,13166337.5,2113064.1,1911
10246,179131,Office,12368168.7,2220098.5,1911
10247,65600,Office,3539821.6,401563,1911
10248,140000,Office,15921347.2,2760771.6,1912
10249,40500,Other - Public Services,7750593,924542.3,1985
10250,130000,Office,9934158.3,1748388.8,1905
10251,97192,Multifamily Housing,7683840.8,279134.4,1962
10252,852840,Office,59260004.4,12084492.1,1969
10253,887690,Office,58485926.3,8647758.8,1921
10254,63277,Multifamily Housing,4178045.7,251753.1,2006
10255,58500,Office,6371371.4,1767553.4,1960
10256,178288,Multifamily Housing,17993569.5,834435,1941
10257,117291,Office,5304763.1,1325922.9,1912
10258,65000,Office,4973516.7,764542.6,1912
10259,51080,Multifamily Housing,5055387.3,341242.9,1915
10260,135575,Multifamily Housing,9531932.8,1073556.6,2008
10261,94331,Office,4096259.6,862377.5,1929
10262,134600,Office,10699407.3,1639382.1,1927
10263,120000,Office,11622800.8,1494756.3,1922
10264,229865,Multifamily Housing,11305169.7,943044.9,1979
10265,709236,Office,40383179.7,9355279,2001
10266,140000,Office,5733182.7,449754.9,1909
10267,127866,Office,9052193,1600679.1,1913
10268,105188,Office,4650620.8,556595.8,1959
10269,305970,Strip Mall,29433853.5,5593969.9,2013
10270,230000,Office,37461091.5,6516315.4,1966
10271,60000,Office,5014411.9,1191708.4,1972
10272,610767,Mixed Use Property,10118824.2,2617215.6,2009
10273,560000,Office,106197352.7,17407909.6,2007
10274,84000,Multifamily Housing,3968546.6,748515.6,2014
10275,104050,Multifamily Housing,14485655.2,942992.3,1900
10276,73150,Multifamily Housing,2444005.2,523565.3,2013
10277,50250,Multifamily Housing,2180992.7,381232.5,2011
10278,46019,Other,3754799.2,113679.1,2010
10279,83725,Multifamily Housing,9322788.1,507497.2,1929
10280,82997,Office,11356017.6,1936372.2,1920
10281,66115,Office,3770277.4,330475.6,1911
10282,66688,Office,1205361.7,312386.1,2012
10283,97850,Multifamily Housing,6159794.8,538313.5,2011
10284,268608,Multifamily Housing,8225223.6,2410674.9,1985
10285,117260,K-12 School,7728217.8,1106768.8,2001
10286,53666,Non-Refrigerated Warehouse,598062.1,175282,1976
10287,88948,Office,6251173.2,1196445.7,2013
10288,73750,Social/Meeting Hall,3407556.7,627712.9,1960
10289,705201,Other - Mall,67554951.2,18647414.8,2010
10290,199223,Multifamily Housing,25142458,1273338,1971
10291,51010,Multifamily Housing,5316563.7,275561,1925
10292,63974,Multifamily Housing,4273430.8,218417.7,1926
10293,345000,Multifamily Housing,38414239.1,1539053.9,1962
10294,60000,Other,2650430.2,429621.2,2007
10295,63010,K-12 School,4692296.7,859761.4,1972
10296,52461,Multifamily Housing,3845331.3,608133.3,2010
10297,186250,Parking,2566021.9,131137.4,1939
10298,268265,Parking,2888191.2,287719.7,1939
10299,260625,Parking,2463458.8,170020.3,1939
10300,79000,Multifamily Housing,13145414.1,666216.9,1922
10301,58640,Multifamily Housing,6126379.6,367607.6,1920
10302,68670,Multifamily Housing,8667139.4,321488.9,1928
10303,172268,Hospital (General Medical & Surgical),50955252.8,4491586.4,1977
10304,163681,Multifamily Housing,20122300.2,882268.4,1921
10305,187973,Multifamily Housing,20121772.6,882113.8,1900
10306,151525,Multifamily Housing,11841772.4,882113.8,1912
10307,115925,Multifamily Housing,11834288.7,879920.4,1912
10308,92970,Multifamily Housing,6309798.7,878604.4,1912
10309,98146,Multifamily Housing,11815579.6,874437.1,1900
10310,84941,Multifamily Housing,11390544.7,610679.8,1973
10311,65736,Multifamily Housing,4516173.5,48387.1,1920
10312,1600000,Hotel,206929591,25114359.4,1930
10313,56997,Multifamily Housing,3547957.4,353930.8,2005
10314,161821,Multifamily Housing,4450381.3,356428.3,2013
10315,61500,Multifamily Housing,5397001.4,245310.9,1931
10316,52698,Office,3377244.1,503673.4,1915
10317,739305,Office,40295626.5,6833405,2012
10318,54912,Multifamily Housing,6020821.1,217859.1,1924
10319,153392,Multifamily Housing,9498531.1,1930871.8,2008
10320,195528,Multifamily Housing,23398879.1,2488925.5,1987
10321,83424,Multifamily Housing,6201946.4,577957.1,2015
10322,51209,Manufacturing/Industrial Plant,864284.1,253307.1,1930
10323,169696,Manufacturing/Industrial Plant,12576633.4,2829247.9,2001
10324,90352,Other,4885327.7,441498.5,1932
10325,1000585,Multifamily Housing,100590224.2,25188174.5,1931
10326,108025,Manufacturing/Industrial Plant,5730954.2,687800.7,1925
10327,62535,Multifamily Housing,4124572.6,443182.1,2013
10328,98801,Office,9585422.2,1436562.9,1931
10329,50000,Multifamily Housing,3046745.3,297685.9,1983
10330,52273,Multifamily Housing,3178633.9,193750.8,2015
10331,67416,Multifamily Housing,7560368,335920.7,1964
10332,187985,Multifamily Housing,23973532.5,2010578.2,1964
10333,125125,Multifamily Housing,13058316.2,1687019,1991
10334,87500,Multifamily Housing,6464159.5,296975,1959
10335,74184,Multifamily Housing,13398602.9,1157838.9,1926
10336,81396,Multifamily Housing,6817696.5,272719.9,1955
10337,58150,Multifamily Housing,7840398.5,273181.2,1924
10338,68650,Multifamily Housing,7624316.2,376496.9,1914
10339,66117,Multifamily Housing,5133156.9,532927.9,2007
10340,191868,Hotel,20474097.6,2567680.1,1916
10341,67481,Multifamily Housing,6994058.4,249608.3,1930
10342,59412,Multifamily Housing,4565810.9,738072.3,1905
10343,64400,Multifamily Housing,5255701.5,240513.5,1937
10344,96330,Multifamily Housing,5832415.2,274382.6,1957
10345,61237,Multifamily Housing,11340824.8,987436.2,1910
10346,148534,Multifamily Housing,3693732.7,1033684.7,1927
10347,102400,Hotel,13251568.1,1555199.9,1927
10348,157970,Multifamily Housing,4774921.1,281277.8,1957
10349,69228,Multifamily Housing,7015428.5,806464.6,2010
10350,62451,Multifamily Housing,6040878.9,185194,1940
10351,64460,Office,6860114.1,662262.8,1910
10352,75750,Office,6272010.8,407769.9,1910
10353,107800,Multifamily Housing,9468507.4,525843.5,1955
10354,102044,Multifamily Housing,5631632,1021249.9,2007
10355,130028,Multifamily Housing,10722232.7,1201863,2002
10356,173833,Multifamily Housing,5084734.2,387071,1962
10357,533218,Multifamily Housing,97444156.4,6764212.5,1921
10358,67236,Multifamily Housing,1261599.5,327960,1930
10359,86999,Multifamily Housing,1805357.6,529120,1908
10360,67900,Multifamily Housing,6557081.1,367124.9,1928
10361,67914,Multifamily Housing,6343340.7,243932.1,1927
