,Property.GFA...Self.Reported..ft_2.,Primary.Property.Type...Self.Selected,Weather.Normalized.Site.Energy.Use..kBtu.,Weather.Normalized.Site.Electricity..kWh.,Year.Built
5652,312480,Multifamily Housing,27876504.9,1741062.7,1970
5653,66780,Multifamily Housing,7142879,330653.9,1953
5654,145728,Multifamily Housing,15571952.2,656521.9,1929
5655,1126000,Multifamily Housing,89187273.8,4923142.2,1969
5656,332981,Multifamily Housing,36696022.4,3297365.6,1985
5657,783611,Multifamily Housing,89293003.6,5163996,1984
5658,866928,Multifamily Housing,81121462.5,8953958.9,1987
5659,976876,Multifamily Housing,108174805.5,9670641.9,1985
5660,260995,Multifamily Housing,23823950.5,2123257.4,1980
5661,63860,Other,27121428,1518335.2,1962
5662,67387,Multifamily Housing,6261673,249205.2,1927
5663,64600,Multifamily Housing,5221315,137163,1955
5664,51000,Multifamily Housing,5161442.7,161641.4,1931
5665,71811,Multifamily Housing,5254237.6,198790.4,1959
5666,55674,Multifamily Housing,6590618.4,252276.4,1963
5667,485846,Multifamily Housing,70667229.2,4120035.5,1904
5668,60000,Multifamily Housing,4980281.6,215557.2,1954
5669,63470,K-12 School,4172959.8,294000,1987
5670,183000,Other,8380663.7,1622247.2,1922
5671,150000,Office,9413240.5,1526991,1924
5672,130876,Other,8933956.8,1935351.7,1913
5673,89000,Other,9198325.6,1418296.8,1924
5674,305000,Office,19069889.8,3875947.8,1906
5675,88000,Office,5433724.5,1413920.4,1985
5676,555000,Office,57656144.8,10086678.8,1927
5677,166000,Other,11170534,2115821,1901
5678,491000,Other,31547832.2,6052123.1,1931
5679,180008,Other,11147727.7,2903049.3,1925
5680,185000,Other,10852136.7,2006548.9,1922
5681,163000,Office,11192476,2322669.8,1901
5682,77067,Other,4558009.9,579073.9,1924
5683,330291,Other,20197191,4208823.1,1927
5684,110926,Multifamily Housing,7835357,643719.4,1930
5685,69747,Non-Refrigerated Warehouse,1476814.7,5524.7,1964
5686,77430,Multifamily Housing,3603829.2,572922.9,2013
5687,65874,Courthouse,14576544.3,1759039.8,1974
5688,721979,Financial Office,63216292.7,14145795.7,1994
5689,53400,Multifamily Housing,4773282.4,206042.9,1941
5690,69000,Multifamily Housing,5641013.2,214434.1,1931
5691,56600,Multifamily Housing,4423680.4,177186.3,1931
5692,71500,Multifamily Housing,5932176.5,179471.6,1938
5693,63000,Multifamily Housing,4368485.7,246782.3,1938
5694,82576,Multifamily Housing,8533826.6,103306.7,1937
5695,127200,Multifamily Housing,11595513.3,121860,1942
5696,136000,Multifamily Housing,10971101.5,99141.2,1933
5697,56200,Multifamily Housing,5788196.4,78228,1940
5698,122000,Retail Store,11346424.8,1347519.9,1947
5699,60968,Multifamily Housing,2759425.4,341742.9,1927
5700,73278,Multifamily Housing,6086319.2,264421.8,1928
5701,60030,Multifamily Housing,4537967.2,182100,1930
5702,72673,Senior Care Community,23914745.7,792128.9,1972
5703,342048,Multifamily Housing,35628223.8,2248717.5,1972
5704,100972,Office,2363746.7,692174.3,1913
5705,76755,Multifamily Housing,5395430.4,448785.5,2008
5706,80332,Multifamily Housing,2873529.1,743574.9,1931
5707,71076,Multifamily Housing,6228280.5,323860,1926
5708,65550,Multifamily Housing,5306578.9,265521,1941
5709,340574,Office,28280783.3,4715269.9,1954
5710,121469,Multifamily Housing,3865060.4,499475.6,1908
5711,88627,Multifamily Housing,10015501.4,530107.2,1960
5712,345456,Multifamily Housing,26172028.9,1087152.2,1970
5713,1125420,Mixed Use Property,32548135.1,6009447.6,1891
5714,229100,Non-Refrigerated Warehouse,8502890.1,1754026.4,1890
5715,87174,Multifamily Housing,5043198.8,286635.1,1931
5716,55650,Multifamily Housing,5076998.3,200281.9,1933
5717,63000,Multifamily Housing,4300638.3,177150.6,1931
5718,94537,Office,5855935.5,499111.9,1909
5719,224016,Office,8018671.4,1467494.4,1962
5720,254356,Office,5404607.5,1583999.7,1967
5721,183297,Office,11420543.3,1660159.8,1926
5722,73182,Multifamily Housing,6720506.3,276272.6,1930
5723,1513807,Office,135515583,20239562.9,1928
5724,58612,Multifamily Housing,3987480.1,46998,1960
5725,85307,Multifamily Housing,14256664.3,1626430,1910
5726,51475,Multifamily Housing,4249730.9,257546.7,1928
5727,90000,Multifamily Housing,7701218.2,632838.5,1952
5728,52000,Multifamily Housing,6025797.4,450023.5,1940
5729,66936,Multifamily Housing,6093956.5,382903.8,1901
5730,86322,Multifamily Housing,9250543.8,497897,1900
5731,294543,Multifamily Housing,29274836.9,1673704.9,1955
5732,94328,Multifamily Housing,1569012.6,382799.7,1920
5733,68540,Multifamily Housing,10016351.6,629585.3,1934
5734,99946,Multifamily Housing,5636082,395565.9,1910
5735,400000,Office,36219604.4,8414578.5,2012
5736,108000,Multifamily Housing,8845507.7,592886.6,1923
5737,249756,Multifamily Housing,5767160.7,1598516.8,1926
5738,69169,Multifamily Housing,3714345.4,76350.2,1937
5739,112528,Multifamily Housing,10547221.9,605909.1,1912
5740,53250,Office,4302987.3,513542.7,1930
5741,130000,Mixed Use Property,6459623.4,1893207.1,1910
5742,185595,Senior Care Community,30401868.1,2757934.7,1974
5743,67422,Multifamily Housing,5293643.8,244270.4,1941
5744,60000,Social/Meeting Hall,5432192.2,361240,1962
5745,60000,Other - Entertainment/Public Assembly,3717209.8,481599.9,2006
5746,54000,K-12 School,3671536.3,656879.9,1928
5747,125000,Hotel,16965619.9,2300304,1999
5748,77276,Multifamily Housing,6860850.6,263319.2,1931
5749,70665,Non-Refrigerated Warehouse,2494995.3,464460,1946
5750,114500,Self-Storage Facility,2382744.2,203250.6,1948
5751,116645,Self-Storage Facility,2760749.2,225050.8,2001
5752,66633,Self-Storage Facility,3005862.8,135619.5,1920
5753,215365,Self-Storage Facility,6894026.5,428648.5,1924
5754,151500,Self-Storage Facility,2507061.6,219600,1953
5755,319309,Multifamily Housing,19153755.1,2051496.9,2009
5756,133838,Multifamily Housing,7221722.8,534498.5,2013
5757,402290,Multifamily Housing,32952660.2,5658264.3,1973
5758,200529,Multifamily Housing,17561644.3,2978008.5,1973
5759,57963,Mixed Use Property,7283664.7,1302424.6,1973
5760,55200,Multifamily Housing,6099169.3,350902.3,1924
5761,276135,Multifamily Housing,27920099.4,4394280.9,1974
5762,150950,Office,16408144.6,3436024,1958
5763,429866,Office,47341494.4,5757736.3,1964
5764,1084110,Office,122548339.7,16700085.4,1960
5765,841709,Office,142857158.5,28252808,1998
5766,256272,Office,15531969.5,3154369.1,1958
5767,527815,Office,61939616.8,6862708,1972
5768,1160832,Office,274739219.4,74620376.8,1930
5769,237258,Office,12014168.9,2943021.6,1956
5770,328910,Office,20599765.3,4741154.8,1980
5771,1842494,Office,258159849.3,35954115.7,1969
5772,104225,Multifamily Housing,11749461.6,699177.1,1941
5773,410295,Office,38558194.6,6511999.9,1967
5774,752000,Office,48258845.2,9911778.1,1989
5775,135251,Multifamily Housing,9117650.2,473309.4,1929
5776,112565,Multifamily Housing,1638625,432380.9,1929
5777,145454,Multifamily Housing,10340980.7,604300.4,1940
5778,230404,Multifamily Housing,16813502,1645545.6,1956
5779,147026,Multifamily Housing,10810325.8,805053.2,1926
5780,159477,Multifamily Housing,8136538.4,666102.3,1926
5781,349648,Multifamily Housing,29893987.2,2195485.6,1974
5782,91847,Multifamily Housing,6289755.5,350798.6,1926
5783,342387,Office,34392110.5,4546794.2,1963
5784,329991,Office,32415175.3,4464153,1964
5785,859807,Office,92346093.9,12828684.5,1969
5786,121950,Multifamily Housing,8316577.4,421632.3,1927
5787,103946,Multifamily Housing,1799861.8,461670,1930
5788,1060725,Multifamily Housing,97553518.5,7428064.1,1962
5789,74759,Multifamily Housing,10698467.9,680420.1,1928
5790,122676,Senior Care Community,10753427.5,1865599.8,1975
5791,488747,Multifamily Housing,34384082.5,3044376.5,1976
5792,254629,Multifamily Housing,18027427.1,990247.7,1930
5793,370441,Office,38384732.1,8963320.2,1986
5794,179273,Multifamily Housing,24913554.7,968095.7,1951
5795,67141,Office,4660429.7,951257.4,1916
5796,736974,Office,86755656.6,11550716.6,1960
5797,318952,Office,24131801.4,4252100.2,1905
5798,67415,Multifamily Housing,6340653.1,239225.9,2008
5799,147590,Multifamily Housing,6853103.4,616528.3,2011
5800,391124,Hotel,41097041.9,6000653.8,2010
5801,125362,Museum,34691961.3,3847612.3,1959
5802,73374,Other,4255251.6,490847.9,1922
5803,75500,Other,6982811.5,370534,1915
5804,60000,Other,1942763.8,248524,1912
5805,72000,Manufacturing/Industrial Plant,8456195.8,683106.9,1928
5806,91188,Other,9084926,1455165.8,1930
5807,88400,Other - Education,5993816.2,1157200.9,2007
5808,172955,Multifamily Housing,9177468.7,863750.8,1925
5809,120340,Multifamily Housing,8157534.3,682132,1961
5810,63121,Multifamily Housing,4299630.9,222399.5,1911
5811,609179,Office,41575408,9655225.5,1990
5812,55932,Multifamily Housing,5515381.3,214013,1940
5813,56100,Multifamily Housing,4497163.4,172725,1941
5814,140450,Multifamily Housing,10575444.8,815793.5,1950
5815,271380,Multifamily Housing,32127178.8,1218875.4,1947
5816,102394,Multifamily Housing,10084481.9,330324.3,1947
5817,812598,Office,64185755.9,10976969.3,1974
5818,372526,Office,35464558.2,5982900,1967
5819,653262,Office,72778260.2,8466163.7,1968
5820,63310,Office,8625780.9,1463359.7,1900
5821,63754,Office,16675870.7,4169223.1,1910
5822,118902,Office,14918795.3,2973228,1919
5823,56479,Office,13706178.4,3548754.6,1928
5824,71449,Office,12735152.6,3731904.9,1922
5825,162885,Office,20942546.4,5010314.4,1905
5826,61916,Office,18516698.1,3077649.3,1905
5827,55458,Multifamily Housing,5538497.6,212254.1,1905
5828,100000,Non-Refrigerated Warehouse,5918115.4,764799.9,1959
5829,97246,Office,8039140.4,1803990.6,1991
5830,284180,Office,23493661.7,4381151.3,1902
5831,360946,Office,12869406.2,1915625.4,1925
5832,166315,Office,13463845.1,2283825.3,1923
5833,499340,Office,22671015.6,6587349.7,1926
5834,217538,Office,9911586.6,1950755.1,1923
5835,599778,Office,52425338.5,10950980.8,1989
5836,343611,Office,21081332.2,4967416.2,1895
5837,180000,Office,11231485.5,1866798.1,1902
5838,95000,Multifamily Housing,9100769.6,295662.1,1929
5839,118008,Multifamily Housing,8018338.9,485694.9,1925
5840,623452,Office,56991133.5,10665645.2,1959
5841,614797,Office,50947674.2,12513325.2,1923
5842,101649,Office,11801214,1506520.7,1950
5843,67650,Office,5477721,1228354.5,1907
5844,71795,Multifamily Housing,6893321.8,296633.1,1964
5845,112500,Financial Office,9688516.6,2060609,1907
5846,51156,Multifamily Housing,4665527.5,212539.3,1941
5847,152800,Other,13959125.9,1205664.9,1923
5848,287801,Distribution Center,34267487.3,1728347.7,1960
5849,94420,Hotel,9587689.1,1636048.6,2010
5850,108445,Office,10661967.8,2039520,1901
5851,74453,Multifamily Housing,6725669.5,696643.6,2001
5852,75920,Multifamily Housing,8911444.6,355269.7,1963
5853,104172,Hotel,5800713.4,1166213.2,2010
5854,125254,Multifamily Housing,13585227.4,357494.3,1966
5855,51147,Hotel,3807019.6,840333.9,2013
5856,1587872,Financial Office,182164447.5,30326887.6,1961
5857,1365183,Financial Office,164065596.4,37318356.3,2001
5858,50890,Office,4765382.3,665098.5,1940
5859,200000,Hotel,33284251.3,3303608.1,1926
5860,130050,Multifamily Housing,4874518,1428639.3,2013
5861,75000,Residence Hall/Dormitory,6454085,153128.4,1928
5862,1728072,Financial Office,202430771.6,37533496.1,1961
5863,55000,Office,4655718.6,371919.4,1927
5864,63882,Multifamily Housing,4154670.1,405812.8,2001
5865,107451,Multifamily Housing,6687736.2,743103.1,2007
5866,93327,Multifamily Housing,6334294.6,597933.5,2002
5867,63340,Multifamily Housing,4921901.2,418476.5,1995
5868,96735,Multifamily Housing,10323618.6,841605.1,2000
5869,90651,Multifamily Housing,6339882.2,635948.9,2010
5870,818729,Office,65338106.3,11817561,1935
5871,69445,Multifamily Housing,7119273.4,212962.8,1937
5872,78162,Multifamily Housing,7171663.5,326834.2,1938
5873,79713,Multifamily Housing,6043468.6,184144.4,1940
5874,69440,Multifamily Housing,5804411.6,415118.4,1915
5875,58420,K-12 School,2676531.1,258511.8,1969
5876,105667,Office,15235466.1,717230.4,1896
5877,135000,Office,11312478.7,1854480.4,1896
5878,105160,Multifamily Housing,15374262,1637860.7,1948
5879,92400,Multifamily Housing,19089718.5,1298251.4,1948
5880,72580,Multifamily Housing,11379190.4,864940.9,1948
5881,62432,Multifamily Housing,9614707.3,830062,1948
5882,110352,Multifamily Housing,17140727.3,514070.1,1948
5883,117560,Multifamily Housing,18184484.9,2098358.7,1948
5884,113498,Multifamily Housing,19347032.6,1593054.3,1948
5885,91968,Multifamily Housing,12729443.5,1131666.5,1948
5886,85712,Multifamily Housing,18390294.6,1382053,1948
5887,127512,Multifamily Housing,23530234.4,1804544.8,1948
5888,66424,Multifamily Housing,12043329.6,908448.4,1948
5889,110616,Multifamily Housing,22372329.4,1734957.4,1948
5890,75312,Multifamily Housing,13882696.6,1001664.2,1948
5891,136840,Multifamily Housing,26818477.7,2139717.8,1948
5892,85976,Multifamily Housing,13164668.4,1295524.5,1948
5893,42920,Multifamily Housing,5307661.2,196440.1,2004
5894,79883,Multifamily Housing,6494341.7,692810.9,1973
5895,121520,Other,9164068.4,1205701.7,1925
5896,302677,Other,10910205,1647629.2,1972
5897,58055,Multifamily Housing,4741763.2,207473,1955
5898,455058,Office,36504241.3,6842283.8,1928
5899,670212,Office,41408807.3,6850295.9,1954
5900,256170,Multifamily Housing,10011379.4,1264502,1931
5901,67954,Multifamily Housing,9446920,472393.5,1920
5902,50028,Multifamily Housing,8783684.9,625506.7,1909
5903,101100,Multifamily Housing,11298937.9,666726.6,1920
5904,120582,Multifamily Housing,7251158.4,939112,1907
5905,65203,Multifamily Housing,2551653.7,529090.9,2011
5906,59299,Multifamily Housing,7443191.8,647080.2,1959
5907,314780,Office,27385844.8,5541641.3,1915
5908,432310,Office,37742893,8154223.8,1925
5909,368974,Office,22837795,5033299,1925
5910,1158407,Office,86760775,11055059.1,1928
5911,87400,Multifamily Housing,6310875.4,278425.1,1939
5912,85740,Multifamily Housing,6258699.2,293048.8,1939
5913,87400,Multifamily Housing,6381191,317433.9,1939
5914,87400,Multifamily Housing,5771581.2,279394.4,1939
5915,65520,Multifamily Housing,5084023.4,320714.6,1982
5916,127750,Multifamily Housing,9767019.6,709100.4,1984
5917,59808,Multifamily Housing,4875155.3,362279.8,1994
5918,73220,Multifamily Housing,6012534.9,419450.7,1997
5919,698850,Multifamily Housing,45551494.5,8097985.8,1976
5920,60357,Multifamily Housing,4912051.1,335684.1,2008
5921,56778,Multifamily Housing,5082192.6,386007.9,1990
5922,175390,Multifamily Housing,11957960,2383745,1974
5923,60717,Multifamily Housing,5407729.9,385851.3,1981
5924,134565,Non-Refrigerated Warehouse,9091927,348174.1,1958
5925,163435,Non-Refrigerated Warehouse,6220665.9,275250.8,1967
5926,103220,Distribution Center,4439364.6,354270.9,1968
5927,80620,Distribution Center,2550793.1,599812.7,1983
5928,232811,Distribution Center,13481509,2029642.8,1951
5929,109769,Multifamily Housing,7693574.7,501927.6,1911
5930,136320,Multifamily Housing,3691341.3,834018.2,2001
5931,66000,Multifamily Housing,6163108.5,485132.5,1989
5932,864868,Multifamily Housing,79235482.5,6331098.6,2007
5933,478246,Multifamily Housing,38799786.2,3553902.5,2006
5934,426519,Multifamily Housing,36163446.8,3585538.6,2009
5935,277680,Multifamily Housing,28430019.8,2759249.8,2001
5936,314525,Multifamily Housing,27347259.9,2448082.9,2011
5937,354622,Multifamily Housing,29014774.1,2292635,2010
5938,488895,Multifamily Housing,29403738.9,3974991.7,1997
5939,483822,Multifamily Housing,39827182,3509435.6,2012
5940,636074,Multifamily Housing,60967915.4,5162834.9,2000
5941,240421,Multifamily Housing,12774896.2,2911285.3,2008
5942,151127,Multifamily Housing,11081895.8,963078,1962
5943,809708,Multifamily Housing,67486869.5,6078854.7,2011
5944,320000,Multifamily Housing,20245638.6,3253916.7,1980
5945,65150,Multifamily Housing,7355901.6,685806.7,1909
5946,93293,Multifamily Housing,5508586.3,323199.9,1927
5947,89840,Multifamily Housing,8604382.6,378744.7,1949
5948,56949,Multifamily Housing,4457629.8,256273.8,1911
5949,68680,Multifamily Housing,7831723.8,530991.6,1956
5950,96627,Multifamily Housing,11595967.7,738673.7,1920
5951,365596,Multifamily Housing,29239539.1,3788375.5,2007
5952,100333,Multifamily Housing,11291410.5,343954.7,1952
5953,68628,Multifamily Housing,7955903.6,245015.2,1936
5954,79380,Multifamily Housing,4901865.5,211193.5,1940
5955,56611,Multifamily Housing,5901007.7,201425.8,1950
5956,66255,Multifamily Housing,8826771.2,271336.4,1949
5957,265625,Multifamily Housing,41746898.4,1385695.1,1965
5958,114697,Multifamily Housing,13304641.8,550658.4,1949
5959,197155,Multifamily Housing,18175109.5,1182492.7,1929
5960,75790,Multifamily Housing,7255061,266005,1942
5961,87297,Multifamily Housing,7205624.8,288397.4,1931
5962,92801,Multifamily Housing,6690447.7,254127.5,1931
5963,100333,Multifamily Housing,8372777,308026.9,1936
5964,65333,Multifamily Housing,6028376.6,201409.9,1939
5965,81620,Multifamily Housing,8417933.8,383391,1929
5966,95921,Multifamily Housing,6754529.1,284595.2,1928
5967,61833,Multifamily Housing,5725805.5,215863.6,1949
5968,58800,Multifamily Housing,4480995.3,171819.3,1940
5969,83125,Multifamily Housing,6916592.9,256380,1939
5970,81935,Multifamily Housing,5978438.8,251778.5,1935
5971,421833,Multifamily Housing,48615044,1759833.8,1973
5972,58896,Multifamily Housing,6685977.8,239509,1922
5973,61000,Multifamily Housing,4879003.3,157752.1,1925
5974,53274,Multifamily Housing,5030941.1,318328.9,1929
5975,54048,Multifamily Housing,6519937.9,170174.2,1929
5976,55000,Multifamily Housing,4979369.9,232109.5,1925
5977,53844,Multifamily Housing,5509004,227314.6,1929
5978,52800,Multifamily Housing,4078014.9,186145,1925
5979,52800,Multifamily Housing,3546334.6,186611.6,1950
5980,66000,Multifamily Housing,5106592.4,222825,1950
5981,59952,Multifamily Housing,5994308.8,269073.6,1929
5982,93000,Multifamily Housing,11968151.4,525143.3,1928
5983,214948,Multifamily Housing,25679652.5,1266651.2,1976
5984,269233,Multifamily Housing,32232290,1735334.9,1976
5985,199656,Multifamily Housing,21611587.8,1214472.5,1974
5986,101203,Office,8704127.6,1027142.1,1945
5987,81763,Office,5502996.4,646300.5,1945
5988,192289,Office,13592855.3,3246641.3,1957
5989,62790,Multifamily Housing,6433238,302467.7,1931
5990,96000,Multifamily Housing,9232948,401847.5,1950
5991,77300,Multifamily Housing,10574807.4,404241.1,1950
5992,62797,Multifamily Housing,5525285.7,510707,2011
5993,93564,Multifamily Housing,9303270.1,421378.8,1959
5994,66000,Multifamily Housing,7299033.7,354089.9,1964
5995,87612,Multifamily Housing,8085476.6,409267.7,1987
5996,115200,Multifamily Housing,9210763.2,466028.9,1962
5997,58500,Multifamily Housing,7631812.3,338995.5,1963
5998,50071,Multifamily Housing,1272869.2,248979.2,2010
5999,57000,Supermarket/Grocery Store,11887343.1,2171576.3,2001
6000,571246,Office,34741918.9,8872702.7,1989
6001,115000,Hotel,10623905.5,509273,1964
6002,147000,Multifamily Housing,11193500.5,848063.8,1949
6003,55800,Multifamily Housing,5580950,300034.4,1929
6004,158132,Multifamily Housing,16108031.1,1581748.7,1958
6005,318406,College/University,42579160.2,5226978.4,1914
6006,44749,Hotel,5448153.3,687137.9,1999
6007,78000,Multifamily Housing,7329195.7,356151.2,1936
6008,95250,Multifamily Housing,9045248.5,517043.5,1925
6009,172005,Office,9639430.1,2033563.2,1950
6010,68340,Multifamily Housing,5029391.1,222835.6,1948
6011,1074536,Data Center,330708005.1,92762190.1,1930
6012,130945,Office,7648249.2,1289335.8,1926
6013,165553,Wholesale Club/Supercenter,14996498,4300766.1,2011
6014,508344,Office,69614757.3,12653563.9,1972
6015,93500,Hotel,9572023.8,1337020.7,1853
6016,123000,Residence Hall/Dormitory,7080333.2,499319.9,1900
6017,153000,Residence Hall/Dormitory,22112127.5,115727.3,1902
6018,633686,Office,74232687.8,16014285.2,1915
6019,69876,Multifamily Housing,2923709.4,475458.2,1908
6020,52500,Distribution Center,1695270.4,160985.8,1931
6021,63378,Office,4717717.2,789164.4,1906
6022,131363,Multifamily Housing,8886276.2,515036.7,1948
6023,73797,Multifamily Housing,7604156.6,613537.4,1922
6024,83069,Multifamily Housing,8624700.6,762227.4,1922
6025,77903,Multifamily Housing,8115550.5,440472.4,1931
6026,58278,Multifamily Housing,5176542.7,178640.8,1934
6027,155961,Distribution Center,9038909.1,1038081.3,1917
6028,74679,Office,7418147.1,1145215.3,1924
6029,89105,Multifamily Housing,25116528.6,626114.9,1929
6030,266119,Multifamily Housing,18498438.6,1623937.5,1929
6031,89328,Office,7930831.8,1157562.6,1912
6032,175574,Office,12611973.9,2113968.9,1913
6033,57396,Multifamily Housing,4527513.2,303244.9,1925
6034,115766,Multifamily Housing,5157905.4,333120.1,1940
6035,74605,Multifamily Housing,2855149,286407.1,1927
6036,212205,Multifamily Housing,23977623.9,2788436.7,1964
6037,67725,Retail Store,5360202.2,1358605.8,1973
6038,122239,Multifamily Housing,9169649.7,937992.6,1929
6039,153035,Multifamily Housing,14322671.8,991183.8,1965
6040,85610,Multifamily Housing,2327945,443264.3,1956
6041,311735,Multifamily Housing,31156847.1,2801544.9,1956
6042,83520,Multifamily Housing,5908655.8,354198.4,1926
6043,90000,Office,12455472.2,2349194.4,1922
6044,943487,Office,92256042.2,20988506.5,2001
6045,51671,Multifamily Housing,6177121.9,540701.4,1903
6046,493395,Multifamily Housing,23381865.1,1157959.8,1966
6047,104722,Multifamily Housing,18786721,788611.1,1887
6048,120000,Multifamily Housing,7407247.8,366310.5,1929
6049,64058,Multifamily Housing,4837064.8,371880.5,1925
6050,57847,Multifamily Housing,4575782.3,360084.7,1957
6051,133920,Multifamily Housing,10369490.9,649580.2,1955
6052,61500,Multifamily Housing,4708309.8,437791.9,1920
6053,155906,Multifamily Housing,10489233.1,593642.5,1938
6054,95603,Multifamily Housing,8384774.3,782171.6,1912
6055,80328,Multifamily Housing,5276888.5,318286,1924
6056,418312,Multifamily Housing,40750106.7,2538955,1929
6057,140836,Multifamily Housing,10382119.3,706932.1,1945
6058,66917,Multifamily Housing,4830978.9,311202,1916
6059,139000,Multifamily Housing,17835604.6,1078836.9,1960
6060,128222,Multifamily Housing,3549884,593027.1,2015
6061,133852,Multifamily Housing,12686584.9,724711.9,1965
6062,251430,Multifamily Housing,19539862.5,2136461.1,1985
6063,1243380,Office,75125508.7,18458868.4,1915
6064,1123664,Office,101593100.5,22351858.9,1987
6065,87485,Non-Refrigerated Warehouse,2587152.5,264894.4,1910
6066,135000,Wholesale Club/Supercenter,15961971.9,3385365.2,1976
6067,111000,Wholesale Club/Supercenter,8949354.6,2250340.5,1996
6068,64144,Residence Hall/Dormitory,9070395.8,357780.4,1927
6069,299795,Office,23584994.6,4680230.5,1919
6070,870210,Office,99679182.7,14221425.8,1924
6071,59760,Multifamily Housing,3779372.1,169389.1,1929
6072,78000,Multifamily Housing,6900510.4,278968.9,1940
6073,61404,K-12 School,3480396.5,144425.1,1912
6074,53400,Multifamily Housing,5744634.9,190361.9,1939
6075,84588,Multifamily Housing,15267202.7,279009,1931
6076,74514,Multifamily Housing,6114743.5,305454.4,1929
6077,52872,Multifamily Housing,9433279.9,352868.8,1938
6078,69225,Multifamily Housing,8183744.1,442650.9,1937
6079,75288,Multifamily Housing,12430664.6,278015.5,1929
6080,72000,Multifamily Housing,8172543.6,376205.8,1928
6081,59240,Multifamily Housing,7197155.6,430446.8,1927
6082,57500,Multifamily Housing,5362429,268619.3,1961
6083,52290,Multifamily Housing,2828007.6,28021,1910
6084,72727,Multifamily Housing,7246599.5,333135.7,1930
6085,89700,Multifamily Housing,14160010.6,883832.2,1927
6086,68500,Multifamily Housing,6505881.8,293429.5,1961
6087,58914,Multifamily Housing,7622939.3,242682.8,1926
6088,87027,Multifamily Housing,5745129.3,295641.6,1955
6089,60000,Multifamily Housing,11688213.4,219128.8,1927
6090,85836,Multifamily Housing,14128507.2,845759.4,1925
6091,68445,Multifamily Housing,11727995.2,220368.9,1937
6092,89457,Multifamily Housing,9487777.6,364219.5,1927
6093,69120,Multifamily Housing,7145589.8,316112,1939
6094,62000,K-12 School,6194713.7,740399.9,1986
6095,336447,Multifamily Housing,13705760.8,2479999.8,1896
6096,56250,Multifamily Housing,11758825,484553.3,1922
6097,52030,Multifamily Housing,5735316.2,272123.2,1924
6098,88500,Multifamily Housing,12125485.6,867445,1927
6099,58242,Multifamily Housing,6430053.9,269641.3,1940
6100,61286,Multifamily Housing,6218733.5,225018.6,1927
6101,51007,Multifamily Housing,6724707.7,293088.6,1937
6102,50400,Multifamily Housing,9054791.1,882740.1,1931
6103,76860,Multifamily Housing,11912360.5,271976.3,1923
6104,65667,Multifamily Housing,6734958.5,314040.2,1927
6105,52290,Multifamily Housing,2964406.6,1788,1910
6106,65280,Multifamily Housing,12469466.5,223040,1941
6107,64000,Multifamily Housing,5771668.7,341198.3,1963
6108,65820,Multifamily Housing,8476725.9,222827.5,1941
6109,54000,Multifamily Housing,10749185.3,186996.1,1931
6110,423500,Multifamily Housing,40968851.6,1469756.1,1924
6111,79000,Multifamily Housing,7734210.6,766562.1,1941
6112,78000,Multifamily Housing,7791779.4,262508.4,1927
6113,102796,Self-Storage Facility,537192.1,157442,1920
6114,70900,Multifamily Housing,17442669,698831.9,1926
6115,151236,Multifamily Housing,18367776.8,512028.8,1927
6116,52000,Manufacturing/Industrial Plant,2659732.2,310698,1960
6117,68870,Multifamily Housing,7954068.7,384193.9,1923
6118,84000,Multifamily Housing,5651456.1,294506.5,1931
6119,75420,Multifamily Housing,7765911.9,399898.8,1927
6120,53250,Multifamily Housing,5257523.2,173385.2,1953
6121,52290,Multifamily Housing,3135676.6,32000.8,1910
6122,79896,Multifamily Housing,16551541.9,787231.4,1927
6123,58200,Multifamily Housing,9116281.7,208077.9,1956
6124,110377,Multifamily Housing,13615591.9,429834.5,1961
6125,60865,Office,4089852.6,648069.9,2012
6126,106800,Multifamily Housing,13192890.5,426441.2,1937
6127,102070,Multifamily Housing,12563350,394468.2,1928
6128,60000,Multifamily Housing,6743089.8,332771.9,1924
6129,69120,Multifamily Housing,16231957.9,681053.3,1939
6130,86500,Multifamily Housing,6639410.6,305038.6,1938
6131,63836,Multifamily Housing,7834291.8,266640.6,1927
6132,75114,Multifamily Housing,13301002.9,320946,1931
6133,54000,Multifamily Housing,4805559.8,178755.7,1932
6134,71562,Multifamily Housing,5475021.8,306249,1952
6135,60587,Multifamily Housing,4220729.6,222711.7,1922
6136,54448,Multifamily Housing,6091645.2,232097.8,1920
6137,83734,Residence Hall/Dormitory,7889987.6,833992.2,2001
6138,131491,Distribution Center,6151530.3,27378,2014
6139,8942176,Multifamily Housing,552270168.1,47170641.7,1947
6140,3122165,Multifamily Housing,168745374,13121048.6,1947
6141,140662,Multifamily Housing,24886139.5,446864,1952
6142,121000,Senior Care Community,17055780.6,1697681.2,1976
6143,95880,Multifamily Housing,16888886.6,337809.5,1939
6144,90000,Multifamily Housing,7435813.3,364450.3,1963
6145,122850,Multifamily Housing,20342714.9,495702.7,1937
6146,205030,Multifamily Housing,25695611.4,665375.7,1920
6147,92417,Multifamily Housing,2381719.1,562669.6,1941
6148,132600,Multifamily Housing,18210100.2,650999.3,1932
6149,115195,Multifamily Housing,24282104.7,374625.5,1976
6150,171000,Multifamily Housing,34565082.7,772204.8,1930
6151,129677,Multifamily Housing,27202514.4,1296771.8,1929
6152,123390,Manufacturing/Industrial Plant,4235505.8,1218787.3,1953
